reviews.rating,reviews.text,reviews.title
5,Very fast and super easy to use I'm very pleased with this purchase!!,Great tablet!
5,It's works really well and don't have any issues at all,Great
5,The Kindle Fire has great features for the price. The video quality is asstounding.,A good value
5,If you want a tablet to use on a daily basis for facebook or do online purchases you couldn't ask for a better tablet.,Awesome tablet for a small fee.
5,"I use to read books, watch movies, and get online.. it works great and easy to use.",Great tablet
5,Throughly enjoying my fire tablet. Can play games and read books. Am very pleased with it.,Great fire tablet
5,"Excellent screen , fast response. Almost a steal for that price.",Great bargain tablet
5,Kindle Fire is a dream. Larger screen easy to read,Outstanding replacement for my 5-year old Kindle
5,I HAVE BEEN WITH AMAZON PRIME FOR 2 YEARS AND THIS NEW FIRE HD MAKES IT WORTH IT. i WATCH MOVIES WHEN I FLY BECAUSE I CAN DOWNLOAD THEM. THE BATTERY LAST FOR DAYS. I USE IT EVERYDAY NOW.,MY AMAZON FIRE ROCKS
5,"Reading is easy, can make font as large as you need","Great for reading, playing games and more"
5,"Not to much to complain about. for less than 100 dollars you get an 8in tablet that has pretty good specs; expandable storage, long battery life, great speakers, fast processor, decent cameras and hi def screen. easy to use and well built tablet....The only knock is the included adds but, after using it for awhile you barely notice it.",Great value tablet!!
5,This is the fastest booting tablet I have come across. The speed at which I can access sites is really amazing.,Fast Tablet
5,"I went into bestbuy to purchase a replacement after mine died. I loved my kindle, and decided to get 2-in-1 with the fire. It is perfect for my needs.",Nice combination of reader and tablet.
5,great product at a great price.i like the builtin filter which is easy on youreyes.probably the best reader under 100 dollars.,corporate consultant
5,Very good product. Super quality and the Best Buy store rep explained me about the product,Very good
5,This is my third Kindle Fire and it improves each time. Colors are crisper and best of all it stays charged a lot longer.,Love Kindle Fire
5,"I bought this for my sister, who already had the Kindle 7. For the price the 8 is better. First the obvious. a inch more screen does make a difference and the HD makes reading and streaming alot clearer. Being able to add more storage with a micro SD card is a huge plus as well. This device includes a camera! And last at under 100.00 makes this a huge value for a great tablet.",Amazing tablet at a great price!
5,Excellent. Just as good as iPad with a fraction of the price.,Great for anyone.
5,I really love the new shape and size of the kindle HD. My daughter uses it and can control it great.,Great product
5,"I'm loving this new fire, mainly because I didn't fork out a couple hundred for it. My only beef is that magazines are formatted for the demensions of an iPad so don't look great on this",Great addition
5,Love my tablet easy to work and have no problem with down loads.and lite weight.,Tablet
5,I love this Kindle. I love the fact that you can use an SD card for more storage. Great job,My favorite Kindle
5,The device is priced just right to give as a gift for an 8 year old,GREAT VALUE
5,We have had a hard time with tablets and our 8 year old who has been down loading apps since she was around 3-4 years of age so far this tablet has survived everything except the constant draining of battery when used by her .,We purchased for our 8 year old who loves tablets
5,"This tablet is great for anyone who uses this for the basics.Load times can be a bit slow for browsing the web or streaming videos, but once it's loaded, it plays without buffering as long as you got internet speeds that are good enough. This tablet is a good size and great for pictures, downloaded videos and music. For its price, it makes a pretty good gift for someone wanting their first tablet.",Great For Basics
5,"Bought one for the kids to use while we travel, lots of good free games. Installed VLC media player from the app store and filled up the SD drive with movies. Now they are nice and quite for hours on end.Battery life is awesome!",Great travelTablet
5,Can't beat the value on this. 5 stars even though it has less apps than the play store.,Great Value
5,I had the previous model which was fine for reading but a little slow for other things. The extra .5 RAM makes a difference. Very happy and if you're a Prime member there are lots of freebies!,"Great Tablet, unbelievable price"
5,I find this fire much lighter and very easy to use,Like the size and lite weight
5,Does great on browsing and doing research easy to use and love the features especially the private browsing a great price as well,Great tablet for browsing
5,Great little tablet for a great price. I keep it at work for listening to music or some lunchtime reading.,I'd buy again
5,great tablet to replace kindle. Love the features.,Kindle
5,This is a great tablet for my teen. She loves it and the price can't be beat!,Great first tablet!
5,The kindle is great to read on. I also like that you can play some games.,great
5,I love the amazon tablet very much and love to use,I love it
5,"I bought this for my wife to replace her 7"" fire that was having a hard time holding a charge anymore. She is thrilled! It was easy for her to transfer all of her books and apps from her old fire to this. She mainly uses this for books , email and some games so this is the perfect tablet for her. better graphics and quicker with the 16gb storage",Great tablet for general use
5,Easy to read. Light in weight. Has many good features.,Great tablet
5,"I read about this new 8"" Amazon tablet in the New York Times. My Google Nexus 7, 4 years old, was getting slower and slower, and I needed to upgrade - for as little money as possible.This Amazon Fire 8"" is an excellent value for the money(only $89!) - very fast, great screen resolution, and easy to use. I was skeptical of the Silk browser, which I'd never heard of, but it works fine. There is no ""page forward"" arrow, which is odd, only backwards, but I can live with that.It has exceeded my expectations and I'm very happy with it. I'm not in the Amazon ecosystem, this is my first foray, and it's a good one! Congrats to Amazon for making an affordable, great quality tablet!Also, the purchasing experience at Best Buy was easy and convenient, as always!",A Lot of Bang for the Buck!
5,"The new Fire HD 8 is an improvement over the Fire HD 7"". It is faster and the larger screen makes reading books much easier. I do wish the screen was easier to read when outside or in the car. Too much glare in those places.",Great Replacement for my Kindle Fire HD 7
5,Love it! I'm not computer savy but was able to figure out most things without any help.,Needs manual for basic functions.
5,Mother needed something since her tablet had died. Was lot easier for her to learn than her old table. She does lots more with Kindle than she did with tablet,Replace a tablet
5,"The new Fire HD 8 tablet is a nice upgrade over the previous version. Storage doubled to 16 GB and the RAM increased by 50% to 1.5 GB. This makes the tablet faster and more responsive. With the improved battery life and much lower price, this is a great general purpose tablet.",New Fire HD8
5,I purchased it for my dad (70)He needed something easy to use. He really enjoys it.,Great product for beginners
5,"It a great product..,. The quality is awesome the pictures is good and clear...",Fire HD tablets
5,i have had not issues with my purchase. i found a great cover for it on line on amazon and use it every night. thank you for your service.,great product and service
5,"This has a great picture, good size, lots of storage and a camera. Would recommend",Has everything you need
5,I went from the 7 inch Kindle to the 8 and it really made a difference. Easier to read and clearer than my old one.,Needed the bigger tablet.
5,"I love this Tablet. It's easy to use, a great price & lightweight.",great for the price
5,"This is my second Kindle Fire HD. I was satisfied with the first one, but now I'm really enjoying the larger screen. My biggest need is to preserve the progress I've made in various games without having to replay them, but at least I have access to all my books, movies and games. Love the Kindle!",Love the Kindle Fire HD
5,"Love the product. I use it every day for Web,Games and reading.",Works great
5,"I bought this to replace my wife's (1st generation) Kindle Fire. She likes it even better than the old one, especially the pinsharp screen.",Even better than before
5,"Great Kindle fire, works great for reading, playing games, etc. Highly recommend to everyone.",Great Kindle Fire
5,Nice upgrade from my old kindle. I like it very much.,great product
5,"For the price this is perfect. I read books, search the web, watch Netflix. It's not an iPad but for the price it is amazing!",Perfect
5,Žøt is cheap tablet option coming from amazon. Latest model will satisfy your needs,CHEAP OPTŽøON
5,"This thing looks nice, runs nice and feels nice and for the price I don't think you can find a better tablet.",Can't beat it!
5,"The quality of display is better than expected for the price. (Keep in mind that this is not an iPad!). Apps from amazon are well integrated and the functionality is fully enjoyable without limitation. Very satisfied with the product. This review is for Fire HD 8, 16 GB.",Best tablet backed by Amazon
5,"Beautiful HD resolution on this tablet. Love the 8"" size, not too big nor too small.","Great 8"" tablet!!"
5,"This is an awesome tablet, fast, great display and has all the apps I need for personal entertainment If you look for a great tablet for entertainment this is the best you can have, if you want a tablet for working applications this is not the one so be aware and buy this tablet if you want tons of entertainment. also it have a larger processor and internal memory and the external memory to keep all your photos is unbelievable I strongly recommend it, again, not for work but for entertainment.",Excellent Tablet for Entertaiment
5,"I bought 2, 1 for each kid. Easy to set up and figure iut. I went with the staff member's recommendation and I am so glad I did. I love the internet safety organ on it through Amazon. $2.50 a month per kid for unlimited age related and child safe Internet access and movies, books, games and apps and I can set the time it shuts off and a minimum time for them to read each day. Love love love.",Best buy for the kids ever!
5,Very happy with my kindle. Would buy it for my kids,Love my kindle
5,"So I got my Fire HD 8 originally for ebooks since e-copies are much cheaper. Very easy to use, especially if you are not tech friendly. So glad I got this.",Great for ebooks for school.
5,"Bought the Kindle for my daughter. It's the 4th we have bought over the years, one for each child. Great product",Great Product
5,"Husband loves the 8"" tablet. The screen is big enough to view what he is reading",Nice tablet
5,For first tablet I am pleased. An amazon name is good value.,good price
5,This is a good product for the price. Many more things can be done with this fire 8 than we dreamed about.,Wife loves it.
5,Easy access to my Amazon account. Easy to set up and use.,Easy to use and set up
5,"This item has a very nice readout, and is well built as far as I can tell. The overall size is very suitable, and the price was reasonable. I get great service at Best Buy every time I shop there.",Amazon Fire HD
5,Does everything I needed and moreI use it as a travel companion and the size is great.,Great item
5,Its so perfect for my niece & she loves it. Going to get another one for my son.,I love it!!
5,the performance is so much faster than my old one and the graphics are much better too.,love my new Kindle
5,Love my kindle it does everything I wanted I to do.,Works great
5,"I wanted a tablet that was easy to use that I could access my email, internet and stream shows/movies! It's perfect!",Works great for what I need.
5,As expected. I am very happy with this. This serves the purpose,Excellent
5,Handy to use and size is good. It's light weight and that's important.,Terrific tablet for its size.
5,I got this for my husband birthday and he loves it,Tablet
5,This kindle is great. Battery lasts much longer than old kindle.,Great kindle
5,"Where do I begin...good clarity, I love the size and storage capacity! Very affordable, love watching Netflix on it. I do wish I could have gotten the purple, got the color black, but overall I'm very happy with my purchase.",Wow!
5,"I didn't think to much of it at first glad at the store, I decided to purchase it. IT WAS THE BEST DECISION EVER MADE",Love it. Buy it. You need it.
5,I went into Best But to buy another reader but ended up buying a Fire 8; good value and has the things I need in a reader.,Good Buy
5,Got the tablet for my grandson he's happy with it and use it as we speak,Got the tablet for my grandson
5,Great buy. Bought it for my 10 year old niece. She loves it.,Great tablet
5,"The Kindle Fire HD has a larger screen (8"" vs. 7"") and images are crisper with more vibrant colors.",Outstanding replacement for original Kindle Fire
5,Just lock the card out and let the kids go crazy!!,Great for kids
5,This is an awesome tablet perfectly for watch tv for my little nephew,Perfect size for my nephew
5,I'm so glad i brought this because it is very handy and easy to use too. Everything about it is good and I really like it.,Great investment
5,I purchased this tablet for my Autistic child. He loves it!!,Nice
5,I've enjoyed using my Fire HD8 tablet to play games.,Great Tablet! 1.5 GB of RAM!!! FAST!
5,"Beautiful screen, vibrant color, fast and best quality for the money.",Alexa is great!
5,I use it for downloading and reading books. It is the perfect size for this purpose. It is also very light.,PERFECT SIZE
5,Much better screen resolution than my 7 inch fire.,Nice!
5,"I bought this tablet for my Mom and she loves it. I used it myself and it's very easy to use and works nicely with Amazon Prime, etc. definitely would recommend especially for the price.",Great tablet for the price
5,This really a nice tablet.It runs great and it's thin and easy to hold.,Great Tablet
5,This tablet is quick and as good as my iPad! I use the tablet specifically for one aspect of my life and it performs great! I am pleasantly surprised by its performance!,Fabulous easy tablet
5,I have a 4 year old boy and 6 year old girl and 12 year old boy no cracks or broken yet yes they have dropped them no case but no cracks yet pretty amazing when they drop it on hard wood floors and still not broke!!,Durable
5,Wow I've had quite a few different kindles over the years and I've loved all of them. But this kindle fire hd 8 is by far my favorite. So glad my husband bought it for me the best purchase ever.,OMG I LOVE THIS FIRE
5,"Upgraded from a standard Fire tablet. Better screen, a bit faster than standard Fire.","Nice, reasonably priced tablet"
5,In my opinion this the absolute best value on a tablet out there. No way to go wrong at this price,"Great Item, Great Price"
5,the new sound and the faster speed plus other improvments are great,nice improvments
5,"I am very happy with this Amazon tablet. I purchased it for business purposes, as well as recreational, and it works great for both. I did get an SD card for more memory. Also, if I would have bought directly from Amazon, there would've been a 1 month wait. However, I was able to order from Best Buy online, and pick it up that very day!!!",Dual Use
5,Its perfect to see my tv series when i don't have my tv around. It has a very good resolution quality.,Amazing Size.
5,"I bought the 8"" to replace my old 7"". I love the bigger screen",Love
5,I got myself 1 of these tablets and so far I love the way it works You can enlarge the print and change the lighting to make it easier to read. The only thing with it is you must have an Amazon account to use it.,I LOVE this tablet.
5,This kindle rocks! Tons of storage at an awesome price.,Great Product
5,bought it as a gift for my mother and she loves it,smiles
5,I love the fire....it works great and the navigation through the Fire is user friendly too. I think the 8 is the better buy for your money.,Fire 8 HD
5,"BY FAR THE BEST TABLET IVE EVER OWNED, EASY AND QUICK SET UP",EASY TO SET UP AND USE
5,This tablet is very good especially considering the price. also has memory slot to increase storage.,Very nice tablet for the money
5,I bought this tablet over the holidays when it was on sale. It has been a great tablet. The battery life is great on these new models. Also playing games everything moves smoothly since it has more ram. The durability of the tablet is great. This thing won't break if you drop it. The only thing I don't like is the fire os. You can't get everything you can get on the google store so not all apps are available.,great tablet very durable
5,I have had a few kindle's in the past so this was nothing new for me but what I loved about this one is that the screen is big so when I am reading a book it's a lot easier than when I had the first kindle screen. I mostly use it just for the reading but being able to navigate the internet on it is great for when I want to look something up about the book real quick or if you want to search reviews on a book before purchasing. I love it!,In love!
5,Great tablet for on the go. Good size screen to watch movies or read book.,Awesome little tablet
5,"Light, portable and great features. Highly recommended.",Excellent Reading Tablet
5,Bought it for a friend he likes it.would recommend it.,Nice product
5,This tablet was everything I was looking for: a cheap tablet that could download Netflix shows for offline viewing,"Snappy, value tablet"
5,"Unlike my first Kindle, this tablet gives me all kinds of information, advertisements and offers when I first turn it on. I could live without that, but overall, I am pleased with this new tablet. It does many things I haven't taken the time to explore, but hope to soon.",Brings hours of enjoyment.
5,This is a great tablet with great features. I love my kindle.,Love it
5,Can't beat the price on this tablet! Great for streaming or casual games.,Great for the price!
5,Good value at a very affordable price. Can't beat it.,Good value
5,We love this so much in our home. We bought a super tough case and let our two and six year old use it. They love watching their movies on it and playing different apps. It is a really good value!,Love it!!! Great value!!!
5,"Great tablet! Brought this for my wife and she loves reading off of it! Great price, easy to use! Great purchase!",Great Tablet!
5,"Very fast, very functional. Love the e-reader function. Movies, music and internet work great. LOVE IT!",Absolute love it
5,"I received this as a gift from my husband. It's great for reading, gaming and watching Netflix.",Love It!
5,My daughter loves her tablet. I had to make sure I brought a case because it is very thin. No problems and I can see everything she downloads,Very Cool for teen
5,"Have a fire 7 and wanted a bigger screen, love the new one.","Nice product, love the screen size"
5,Perfect for our needs and an on the go mini computer and ereader.,Easy to use
5,"I initially bought the tablet for school, I use Kindle to rent books but after using it to stream Xfinity, Netflix, and Amazon Prime I loved the sound and picture quality. I would recommend this to anyone needing a good low cost tablet with great battery life.",Excelent Tablet
5,We have had no issues with this tablet. Love it!TY,Live it!
5,My first tablet experience and it's awesome. I love being able to stream movies and have numerous apps at my fingertips.,Love the size of the screen!
5,Love this tablet. Power lasts long. Short charge time. HD screen is really clear. Only con is that there are some apps not available like Google play. Very satified. Have a 128gb card in mine . Plenty of space for downloads. The camera has no flash and is not the best but I didnt buy this tablet for that. High recommend the HD tablet 8gb amazon fire. You want go wrong.,Great for the price
5,This tablet does all the things I really need. I have it some thought before buying I don use most of the features a more expensive computer/tablet has. Have been very happy with my purchase.,Excellent product at a very reasonable price.
5,Got this for my wife's birthday. She had an older model and wanted an upgrade. She seems very happy with it and uses it every day,Happy Wife
5,Very user friendly...long lasting battery....very clear display,Love My Fire!
5,Easy to transfer my stuff from my old Kindle into this new one. Love the price and how easy it is to use. Great buy.,Easy Peasy
5,"This is my first kindle. It works great for my use. Mostly reading, email, and Amazon shopping.",Kindle fire hd8
5,"Amazon Fire HD8 is one of the best deal at 89$. Strong, efficient, low price and some Amazon features that I love. Youtube videos of how to get googleplay and android apps have made things lot more easier. And now, microsoft office is available online for free that I can access and edit my documents. What else do I need? Amazon is more respectable brand name than other low price brands or used/old models of high price brands. Definitely recommend it.",Very good tablet and best price
5,I held off getting a tablet and wish I had done it sooner. The Amazon Fire 8 is great and easy to use,Love my Fire 8 Tablet!
5,Works great for everything we want our daughter to do,My daughter loves it
5,"it's wonderful. I love it. It's easy to watch movies, play games and read books.","Easy to watch movies, play games and read books"
5,love it just like my other one just better!!! since I already own a kindle I knew this was what I wanted. Just needed a second one and a little bigger. Always loved the service and help I get at BB so I knew I would purchase it there!! Found salesman to be knowledgeable and most helpful. Thanks so much for your help and service,love it just like my other one just better!!!
5,It fits just right in your hand. Light weight. Love it,Great
5,I extremely happy with my purchase. I like that the screen is just a little bigger and much faster.,Good
5,"Good picture, works well, great variety of apps. keep in mind that you get apps from amazon, not google play, so they aren't always the same or same price",Nice tablet
5,"This replaced my old Kindle Fire. I have not yet explored all of the features but, so far, it is performing very well. Tablet is a good size and weight, and easy to use.","Easy to use, with good, clear screen display."
5,This tablet has been the best one for the price we have purchased 3 other tabs for our kids and they have all broke and ran super slow they love them would definitely recommend this to anyone who wants to save a buck but want quality,Great tablet for my kids
5,I would recommend this product it is a good tablet to use have had no problems.,Great tablet for a novice
5,I love my Kindle fire. Had a Kindle and it disappeared. Enjoy not having to go to library for books. I get a great selection of books every day.,Great
5,For the price the tablet can not be beat. I use this over my ipads that i have. There is nothing i cant do with this tablet,Excellent for price
5,I recently upgraded to this tablet; it is everything I wanted. Highly recommend!,Awesome Fire Tablet
5,This is a great tablet for the price! I bought it to replace my iPad mini. Great for ereading and general browsing.,Great for price
5,"This replaced a Kindle 7 HDX with 32GB of ram. The older tablet had a charging port that wasn't functioning anymore. Had the Geek Squad warranty so they issued a full credit for the old tablet and my son chose the HD8 as his new tablet. Other than the screen resolution being lower and less memory, great tablet. My son didn't care about the resolution and the new Kindles let you pop in an SD card for more storage. Popped in a 64GB SD card and he's a happy camper now.. ;)",Great tablet
5,"I purchased this as a gift but have had extensive time with it. It's a great budget tablet, phenomenal screen and a very smooth interface. Handles all apps and HD content well.",Cant find any faults here
5,This was a birthday gift to my husband. He really likes it and it does what he needs it to do,Tablet
5,"I ""retired"" an earlier version and this new souped up model more than meets my needs, and the battery lasts so much longer!!",Exceeds my expectations
5,I have a kindle and wanted more options. I love the bigger screen. I find it easy to read. It can have some reflection under lights but not much.,Kindle to Fire
5,Liked this Kindle upgrade. The color screen and backlights allowed for easy night use,Great Kindle for reading
5,My previous Kindle was dying and I wanted a new replacement fast. I went to Amazon and while they had one it was back ordered a month. Expecting to pay more I went to Best Buy and not only found it for the same price but even better it was available at my local store and I could pick it up the same day!,New Fire
5,Easy to use You cant beat it for the price you pay,Great product for the $
5,This Kindle is larger than my old one and book reading is much easier. Some features I don't use so can't comment on them. All in all I love it.The only drawback was that the store had no covers that fit this Kindle.,An improvement from my original Kindle?
5,Tablet is great and easy to use thankfully because its my 1st tablet,Great tablet easy to use
5,This is an item that is easy to use for novices. My child uses it and has no issues,Easy to use
5,"No problems with tablet, kids love it and the size is great",It works and charge well
5,Was a present for my 14 year old grandson. He was very pleased.,Great tablet for the price
5,"For under $100 this 8"" tablet is a bargain. I do all I want on it like; check email, Facebook, Twitter, watch YouTube, read books, and shop on eBay or Amazon. I've been very pleased with my purchase.",Great value!
5,Bought this for my wife for our anniversary she loves it,Awesome product.
5,I love to read and this tablet work great for my needs.,Great tablet.
5,"I bought it for my grand daughter, she knew how to use it right away. You can purchase a rubber case in different colors for protection.",great tablet for anyone
5,"This device is great for the price! I use it for my daughter and after having seeing the ads on amazon, I thought this would perfect for her.",Love it for the price
5,"I think that the Amazon Kindle tablet was a great purchase for my teenage daughter and grandson, very easy to operate. It kept them entertained for hours while we were traveling on the train for vacation.",Nice tablet for the price.
5,Great device. Works very well and use it throughout the day.Keeps me informed and great for looking up things and staying in contact.,Handy
5,I have done this like 5 times now. Don't send me this ahs8n. Getting aggravating.,Love Best Buy
5,"Love how I am able to run the latest Minecraft on this device, but am not able to on a 3-year-old iPad. It seems as apple handy cap their devices. Resolution may not be the best, but for the little buggers it works fine",For the little ones
5,"I love my Fire HD8 I got it because my Kindle(the original) that my husband bought me died and the Verizon Tablet wasn't working great for me. So I came down and the agent at store showed me this one, there is a learning curve but it gets better and takes a while to learn but I love it.",Fire HD8 Tablet
5,"Does all the basic stuff I need at a great price. I use it for some apps, web browsing and some video. Picked this over the Fire 7"" for the screen size, resolution and CPU/GPU. Battery life is pretty good. Ads aren't too annoying.Far cheaper than competing name-brand budget tablets while doing almost everything needed at this level and probably better supported. FireOS will always be a little behind the current Android version and I'd rather have Google Play than Amazon, but this still allows for side-loading stuff.Recommend if you're ok with living in Amazon's world and/or proficient enough to load other app stores or packages (or know somebody can).",Great Bang for the Buck
5,"this item work just as I expected it to, great product!",Awesome
5,"Have a nook , this is much better has more apps and thru amazon","Have a nook, this is better has more apps and go"
5,I love the size and the HD quality. Just what I was looking for!Downloads apps really fast!,Great Device!
5,Never thought a tablet at this price could be this good. Totally recommended!,Value for money!
5,This is my sixth unit and has features many of the newer models didn't have.,Best one to date!
5,Thank..............................................,Good
5,I love the apps that are on here and everything else I think it's the perfect tablet for a beginner has all of the apps that you will need,Awesome camera and excellent service
5,Love this tablet. 16GB memory but have expansion slot. Bought 128GB micro SD card for $56. Love this feature,Great tablet for Amazon prime members
5,I love Amazon Fire HD8... It is so easy to use and perfect for reading books on or cruising Social Media. I love that it has Alexa included on it.,Love it
5,Bought this so the grandkids could use it. They already have one at their house. My husband has been using it also & he likes it. He has never used a tablet before but he has enjoyed it.,Nice tablet
5,This is a fantastic tablet for the price. This is a great alternative to an IPad.,Great tablet
5,I had an original Kindle that I replaced with this newer one. I love it!!,Excellent product
5,I purchased this tablet for my 9 year old son and he loves it. Nice bright screen and has two speakers for pretty good sound for a tablet. Great for games and watching videos.,Great tablet
5,This was purchased on Black Friday as an impulse buy and we absolutely love it! It was a great price and the size of the tablet is perfect. It works great!,Great tablet for anyone
5,Great little tablet for someone who is always on the go.,Awesome tablet
5,I love my tablet no regrets the pic are great I recommend it!,Great deal thanks
5,It's a great item to have when you are out and about. It's easy to connect to Wi-Fi and it's small enough to fit in my purse.,recommended by a friend.
5,Nice product for the price. It does what we need it to do. Easy to use and handy to have with you instead of a heavy laptop.,Nice product
5,This was a surprise when we opened it up! Bright and colorful!!,Easy use
5,Nice look. Great memory and camera. For this much money everything is so good.,Nice
5,Bought this for my niece for Christmas. She mostly uses as ereader and checking email.,Good value
5,Good tablet for the price. Nice display good performance.,Good tablet
5,Loved my first kindle so the upgrade to the new one was practically seamless.,Kindle fire rocks
5,This is I think the best product I've bought. I already own eight that I've purchased through the years for my family and they seem to only get better and less expensive in price.,Very happy
5,I have been completely satisfied with this product. The quality of graphics is great and downloads are a breeze. I would definitely recommend this product.,A Quality Product
5,"I bought this as a present for a friend, and he uses it all the time. The HD screen is crystal clear, and this tablet competes well with the bigger names.","Bought for a friend, he loves it."
5,My dad is a first time user for anything techie he has really enjoyed it.,Great for beginner
5,Bought this for my great granddaughter for a gift. She loves it and it is easy for her to use,Great guft
5,Was bought for a Christmas gift. My 11 year old son loves it.,Perfect tablet
5,"A friend of mine was in the market for a new tablet. I had researched the Fire tab for some time and liked the specs, which met her needs. I decided to buy her one for her b day, SHE LOVES IT!",Great gift
5,im always using my amazon tablet...perfect for games!!!,love my tablet
5,Great price. Fantastic gift! I would recommend this for a gift for all ages.,Great gift!
5,I love to read! Having the Kindle Fire is like having hundreds of books at my fingertips!,Readers delight
5,Bought this as a Christmas present for my wife. Reads it all the time!,My wife loves this
5,Great all around tablet. Color and resolution is very nice. Best price for a nice product.,Love it
5,I use this all the time. So much better than bringing out the laptop.,Great for every day use
5,Nice it all ready has Amazon and apps built in. Great buy.,Great tablet
5,Bought this tablet for my wife and she absolutely loves it. I also use it for school which works great with writing notes directly on PowerPoints,Great Tablet
5,Bought this for my husband. He has really enjoyed it.,Husband's
5,Great for my son. I monitor school work and apps he downloads.,Great
5,"I love my kindles. This is the 4th one. The others I wore out. I enjoy this one the most . Easier researching things , lot more options etc",I love my kindles
5,Really enjoy my kindle. Fits perfect in my purse and the screen is a good size.,Great little tablet
5,I bought this for Christmas for my husbandand now I 've had it for months. I am still happy with this purchase. It has a nice screen and is easy to see what you are viewing. I will be buying another one for myself soon.,great tablet
5,I really like the feel and ease of use. It's a great tablet for the price.,Great tablet!
5,This is a great tablet. I was surprised at how efficient and easy to use it is. I bought 8 of these for gifts to make Bible study easier for a bunch of friends.,Love it
5,We purchased this for my wife's mother. She likes to play games on it and do some reading.,Gift for wife's Mother
5,So far I am extremely satisfied with my purchase. Great product for a great price!,Great Product
5,I use this while underway and it's a perfect size to travel with,Perfect
5,Love it. Great gift. Awesome for those who don't have a tablet or never used one,Great
5,Works great with my amazon prime account and for browsing Internet and playing game. Cheap tablet as well.,Everything you expect
5,I am extremely happy with my purchase. The kindle is very fast and the screen is clear.,Good
5,"The Fire HD8 tablet is so easy and fun to use. Take it everywhere. Love that it is easier to see than a cell phone, for those with old eyes.","Great tablet, enjoy using"
5,My wife's mom wanted a tablet. This was a great way to get her into technology and she LOVES it. Not iPad or galaxy but good start.,Great beginners tablet
5,I purchased b/c my old kindle fire finally bit it ...screen went dark. Very happy with this one. Cost is great. The screen resolution is great. User friendly. My favorite feature is the SD card so you can add more gb.,Great update
5,Our son just LIVES this unit. He has all his favorite games on it.,Best gift we bought this year!
5,"I bought this kindle for the extra size. I have recently been having trouble with seeing clearly so I figured with the size it may be easier. It was and I really like being able to change the color of the fonts and background, it seems to help immensely.",Amazon HD 8
5,Great budget tablet at a great price. Long battery life and high quality display.,Great budget tablet
5,"I traded this in after receiving a 7"" at Christmas and I am happy I did. I love the size of the screen for reading my books (which I have too many of) and a great size for watching movies. I do wish I had the capability to use internet when I am away from home, yet other than that, this is a great buy.",Love it
5,I was going to get a Samsung tablet but for doing everything this is better,It's fast and perfect
5,"I needed to replace my old reader, and found that this model was just as good. if not better, and at a greatly lower price. I have enjoyed using it for about a month, and am very please with it.",Amazon Fire HD
5,I didn't expect anything less than what I got with this Kindle.,Amazing!
5,Bought this for my daughter to replace a worn out ipad. She is happier with the size. The resolution is nice. Great buy for the price,Great tablet
5,"I have only used this a few times so far, but I like it. The lightweight and pretty easy to navigate. Perfect screen size too. I ended up purchasing a second one for my fianc??.",Like the product
5,The size of this table is great I'm able to carry it in my purse with no problem!,Excellent size
5,Really nice customer first service. I have had other Kindle readers before so was familiar with the unit.,Great Service
5,"Before the 8 inch kindle we the old 7 inch one, which both tablets are great but this one so much nicer. The screen is bigger, more storage amd Love the color on the back. Great Tablet",Great tablet
5,"I'm enjoying the longer battery life, faster processing and most of all the ability to expand the memory. Highly Recommended!",Nice improvements over the previous generations
5,She loves it . it's the best thing we could of ever brought her,A gift
5,Bought this tablet for my son and he has loved it. It's so easy for him to use and easy for me to set parental controls.,Great!
5,I use it to read books. Have read a lot of books on it. The right size and lighting for any situation.,Great tablet
5,I bought this for my computer loving 89-year-old dad. Now he can check his emails from his chair rather than having to go into his computer room!,Perfect for emails
5,"Bought on Black Friday for $60, add a trifold case, portable TV while I do dishes/cook/anything",Best portable Netflix device ever
5,Got this when it was on sale which is what really made it worth getting.,Great
5,"Tablet works well, slim design is perfect. Highly recommended to purchase this tablet.",Great tablet
5,Perfect purchase for me. I take it everywhere and is so easy to use!,So convenient and easy to use!!
5,"Purchased this a couple of weeks ago, no complaints so far. Web pages load pretty quickly on the Silk browser, and the battery life is excellent. After installing Google Play Store (it's really easy!) even more apps are available. Can't beat this for under a hundred dollars!!!",Great bargain tablet.
5,"After having a basic Kindle for 6 years, I moved up. I am thrilled with all this product can do. I am an avid reader. The Fire let's me do that and lots of other things. I am still finding apps, and other things it will do. I know this sounds ""old fashioned"", but it would be great to have a user's manual! Thanks for asking.",So far I love it!
5,Bought as a replacement kindle for my mother in law. She loves it perfect size for her.,Great kindle
5,This is my 4 the Kindle and is well worth the price.,Kindle Fire HD8
5,My wife loves this tablet.Much easier to use than previous 2 tablets that we purchased.,Great tablet for a gift
5,It's great!! Light weight! Charges quickly! Great features!,Awesome
5,Nicer than my old fire. Better screen area to view,Works great
5,My husband and I both use this and really love it. We got kindle unlimited for the books but it's also great for playing games and surfing the web too.,Fantastic purchase
5,Love my new Kindle Fire - easy to use - the battery life is amazing!!,Love using Kindle Fire
5,Perfect size for reading watching movies and carrying on a plane,Great Kindle
5,I upgraded from a 7 to an 8 inch. What a difference. Totally satisfied would recommend this to everyone I know,Excellent
5,"seems a lot better, does not have the open cover feature, which I miss, but still getting used to the differences and trying to get my thing back on that I had on the old 1",fire hd 8
5,"Really easy to use, nice size, works great, affordable price, extra card slot for storage, bright screen, good speakers, easy to download apps,",Love this tablet
